GeneratorName=FCCS   3.0,GeneratorVersion=3.0.0,DateCreated=07/18/2016
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
266011,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.37943,0.295418,75,75,1.3231,0.1,75,75,0.02033,0.58415,0.03056,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.89209,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266012,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.64232,0.295418,75,75,0.73839,0.1,75,75,0.06536,0.14563,0.30571,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.06416,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266013,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,7.23721,0.295418,75,75,0.77175,0.1,75,75,0.0274,0.12106,0.33927,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.53035,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266014,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.32698,0.295418,75,75,0.22335,0.1,75,75,0.25023,0.26789,1.52653,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.54227,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266015,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.57102,0.295418,75,75,0.75121,0.1,75,75,0.03042,0.08506,0.26588,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.97149,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266016,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.22605,0.295418,75,75,0.60328,0.1,75,75,0.04565,0.15612,0.28334,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.47019,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266017,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.45,0.295418,75,75,0.36268,0.1,75,75,0.07712,0.45163,2.16752,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.93987,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266018,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.39744,0.295418,75,75,0.70897,0.1,75,75,0.04526,0.1087,2.32185,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.88297,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266019,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.38466,0.295418,75,75,0.816,0.1,75,75,0.05377,0.25729,0.38538,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.79321,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266020,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.10035,0.295418,75,75,0.7579,0.1,75,75,0.01437,0.06309,0.44628,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.34318,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266021,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.80221,0.295418,75,75,1.16988,0.1,75,75,0.02226,0.14686,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,4.26281,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266022,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.62511,0.295418,75,75,0.18017,0.1,75,75,0.11755,0.23353,1.39051,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.70265,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266023,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,6.27002,0.295418,75,75,0.30811,0.1,75,75,0.0312,0.13751,0.48065,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.56882,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266024,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,13.74527,0.295418,75,75,0.46631,0.1,75,75,0.03725,0.03319,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.23154,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266025,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,7.71612,0.295418,75,75,0.42679,0.1,75,75,0.05451,0.45395,0.683,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,4.89446,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266026,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.67295,0.295418,75,75,0.57757,0.1,75,75,0.04271,0.01595,0.39165,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.90172,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266027,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.21627,0.295418,75,75,0.44729,0.1,75,75,0.05567,0.10467,0.67398,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266028,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.92777,0.295418,75,75,0.54977,0.1,75,75,0.00773,0.13268,0.17275,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.14297,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266029,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.89703,0.295418,75,75,0.37291,0.1,75,75,0.01496,0,0.32164,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,6.00049,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266030,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.22213,0.295418,75,75,0.57869,0.1,75,75,0.02328,0.25409,0.75996,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.89346,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266031,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.16035,0.295418,75,75,0.12535,0.1,75,75,0.06699,0.51786,1.00209,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,6.14673,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266032,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,0.72296,0.295418,75,75,0.20245,0.1,75,75,0,0.03135,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.37249,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266033,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.30337,0.295418,75,75,0.32684,0.1,75,75,0.067,0.88775,0.14942,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.58721,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266034,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,6.12326,0.295418,75,75,0.62096,0.1,75,75,0.12353,0.23549,0.42844,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266035,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.67981,0.295418,75,75,0.25067,0.1,75,75,0.07045,0,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.30087,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266036,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.77362,0.295418,75,75,0.85055,0.1,75,75,0.13968,0.09401,0.54108,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,5.38306,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266037,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.7961,0.295418,75,75,0.58373,0.1,75,75,0.09059,0.19052,0.63369,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.02524,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266038,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.86608,0.295418,75,75,0.43172,0.1,75,75,0.03897,0.13073,0.72663,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,5.01168,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266039,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.37005,0.295418,75,75,0.11225,0.1,75,75,0.05512,0.27205,0.92695,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.54557,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266040,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,6.42292,0.295418,75,75,0.29826,0.1,75,75,0.16122,1.33821,1.96858,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.94373,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266041,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.63003,0.295418,75,75,0.96181,0.1,75,75,0.02773,0.21486,0.32223,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.73978,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266042,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,6.21887,0.295418,75,75,0.96665,0.1,75,75,0.03896,0.08332,1.58353,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.59526,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266043,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.97721,0.295418,75,75,0.47764,0.1,75,75,0.01078,0.05198,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,4.30015,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266044,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.79236,0.295418,75,75,0.49647,0.1,75,75,0.03889,0.18151,0.13238,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.58594,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266045,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.92988,0.295418,75,75,0.23473,0.1,75,75,0.03501,0.42714,2.15448,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,5.12235,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266046,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.81862,0.295418,75,75,0.59977,0.1,75,75,0.09813,0.55978,1.96709,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266047,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.81791,0.295418,75,75,0.10153,0.1,75,75,0.02817,0.43485,0.19184,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.16085,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266048,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.38261,0.295418,75,75,0.14256,0.1,75,75,0.18475,0.38161,1.7006,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.17018,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266049,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.54436,0.295418,75,75,0.33035,0.1,75,75,0.08225,0.18006,0.43593,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.64735,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266050,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.40749,0.295418,75,75,0.78311,0.1,75,75,0.04706,0.48739,0.77113,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.19708,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266051,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.42453,0.295418,75,75,0.18486,0.1,75,75,0.13111,0.59862,3.1581,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266052,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.42585,0.295418,75,75,0.51415,0.1,75,75,0.04715,0.73329,0.70638,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,5.64708,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266053,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.80846,0.295418,75,75,0.64658,0.1,75,75,0.01708,0,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.96602,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266054,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,6.04618,0.295418,75,75,0.62862,0.1,75,75,0.11112,0.41742,0.84561,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,6.10005,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266055,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.52766,0.295418,75,75,0.33447,0.1,75,75,0.06627,0.52196,0.77043,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266056,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.35603,0.295418,75,75,1.67348,0.1,75,75,0,0,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,8.97277,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266057,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.228,0.295418,75,75,0.12699,0.1,75,75,0,0,0.34734,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.63203,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266058,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.20679,0.295418,75,75,0.25708,0.1,75,75,0.05775,0.1571,0.15092,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,7.26312,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266059,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.44346,0.295418,75,75,0.80991,0.1,75,75,0.00693,0.07723,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.84265,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266060,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.00746,0.295418,75,75,0.29348,0.1,75,75,0.03141,0.27675,1.34709,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,4.10175,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266061,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.43514,0.295418,75,75,0.42704,0.1,75,75,0.08068,0.11951,0.71799,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.02891,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266062,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.55054,0.295418,75,75,0.77006,0.1,75,75,0.02379,0.0755,0.18569,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.29428,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266063,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.72055,0.295418,75,75,1.17945,0.1,75,75,0.05229,0.54685,0.50862,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,9.3095,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266064,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,1.90227,0.295418,75,75,0.15195,0.1,75,75,0.04713,0.1959,1.92648,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,2.34737,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266065,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.71218,0.295418,75,75,0.26587,0.1,75,75,0.09532,0.26471,1.58903,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.25807,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266066,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,7.55195,0.295418,75,75,0.45589,0.1,75,75,0.07003,0.13721,0.20129,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.91043,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266067,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,7.04728,0.295418,75,75,1.83329,0.1,75,75,0.04454,0.06841,0.22237,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.54456,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266068,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.89583,0.295418,75,75,0.83252,0.1,75,75,0.07673,0.08799,0.09153,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,4.36862,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266069,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.94515,0.295418,75,75,0.89634,0.1,75,75,0.01316,0.08875,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,4.25294,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266070,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.12369,0.295418,75,75,1.3691,0.1,75,75,0.01028,0.14291,0.22754,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.84406,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266071,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.31426,0.295418,75,75,0.25629,0.1,75,75,0.01822,0,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.20991,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266072,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,2.22054,0.295418,75,75,0.8607,0.1,75,75,0.07162,0.50193,0.26582,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0.96387,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266073,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.05402,0.295418,75,75,0.36464,0.1,75,75,0.06601,0.42471,1.62783,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,0,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266074,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.21421,0.295418,75,75,0.85391,0.1,75,75,0.04716,0.07141,0.20667,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.51053,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266075,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,5.57382,0.295418,75,75,1.30714,0.1,75,75,0.00434,0.06501,0,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.39639,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266076,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,3.06538,0.295418,75,75,0.4791,0.1,75,75,0.07334,0.12233,1.81214,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,1.10291,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
266077,sobolSamplefb,39,210,11.434501,6.125625,1.939781,0,3.342033,0,2.042035,1.47537,4.10887,0.295418,75,75,0.26244,0.1,75,75,0.0624,0.40862,0.36921,3,2,0.2,0.5,1,0.2,0,0.10379,0,1,3.86713,0,0,0,0,0,0,0,0,0,1,7.2,0.233521,0,0,43.99004,9,9
