GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=04/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
90031,snags_c1_foliage_loading,52,220,8.984249,4.41045,1.04544,3.432,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,13.599999,1.764912,0,0,52.679417,9,9
13032,snags_c1_foliage_loading,112,240,3.889821,0,0.37087,38.49125,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,4.672,0,0,0,76.793022,8,1
90032,snags_c1_foliage_loading,52,220,8.984249,4.41045,1.04544,3.696,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,13.599999,1.764912,0,0,52.679417,9,9
13033,snags_c1_foliage_loading,112,240,3.889821,0,0.37087,41.240625,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,4.672,0,0,0,76.793022,8,1
90033,snags_c1_foliage_loading,52,220,8.984249,4.41045,1.04544,3.96,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,13.599999,1.764912,0,0,52.679417,9,9
13034,snags_c1_foliage_loading,112,240,3.889821,0,0.37087,43.99,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,4.672,0,0,0,76.793022,8,1
90034,snags_c1_foliage_loading,52,220,8.984249,4.41045,1.04544,4.224,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,13.599999,1.764912,0,0,52.679417,9,9
13035,duff_upper_loading,112,240,3.889821,0,0.37087,0.019886,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,4.008,0,0,0,76.793022,8,1
90035,duff_upper_loading,52,220,8.984249,4.41045,1.04544,0,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,0,1.764912,0,0,52.679417,9,9
13036,duff_upper_loading,112,240,3.889821,0,0.37087,0.019886,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,6.360625,0,0,0,76.793022,8,1
90036,duff_upper_loading,52,220,8.984249,4.41045,1.04544,0,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,0.7475,1.764912,0,0,52.679417,9,9
13037,duff_upper_loading,112,240,3.889821,0,0.37087,0.019886,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,8.71325,0,0,0,76.793022,8,1
90037,duff_upper_loading,52,220,8.984249,4.41045,1.04544,0,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,1.495,1.764912,0,0,52.679417,9,9
13038,duff_upper_loading,112,240,3.889821,0,0.37087,0.019886,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,11.065875,0,0,0,76.793022,8,1
90038,duff_upper_loading,52,220,8.984249,4.41045,1.04544,0,2.311165,0,1.796991,0.735133,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,2.2425,1.764912,0,0,52.679417,9,9
13039,duff_upper_loading,112,240,3.889821,0,0.37087,0.019886,0,2.480877,14.743497,3.685874,0.595478,0.576465,90,95,0.2,0,85,0,0.4,0.6,1,13.000001,4,7,3,1,7,0,0,0,0.2,0.437124,0.2,0.005,0.3,0.045,0,0,0.04,0.8,10.512,0.8,13.4185,0,0,0,76.793022,8,1
